WineID,RegionID,WineryID,HarmonizeID
102448,1031,10728,1000018
102466,1039,12277,1000004
102466,1039,12277,1000010
102466,1039,12277,1000011
102466,1039,12277,1000013
102547,1034,10737,1000001
102547,1034,10737,1000002
102547,1034,10737,1000011
102547,1034,10737,1000014
102645,1034,11521,1000002
102645,1034,11521,1000003
102645,1034,11521,1000015
102645,1034,11521,1000023
102902,1039,12437,1000004
102902,1039,12437,1000010
102902,1039,12437,1000012
102902,1039,12437,1000013
102902,1039,12437,1000017
102950,1032,11424,1000004
102950,1032,11424,1000007
102950,1032,11424,1000010
102950,1032,11424,1000012
103003,1035,11676,1000003
103003,1035,11676,1000007
103003,1035,11676,1000022
103003,1035,11676,1000024
103070,1046,12633,1000004
103070,1046,12633,1000010
103070,1046,12633,1000011
103070,1046,12633,1000012
103423,1984,10703,1000015
103423,1984,10703,1000016
103423,1984,10703,1000017
103423,1984,10703,1000018
103423,1984,10703,1000036
103433,1035,11681,1000004
103433,1035,11681,1000010
103433,1035,11681,1000011
103433,1035,11681,1000012
103435,1032,11004,1000004
103435,1032,11004,1000007
103435,1032,11004,1000010
103435,1032,11004,1000012
103471,1031,10724,1000004
103471,1031,10724,1000017
103471,1031,10724,1000018
103474,1035,11756,1000004
103474,1035,11756,1000007
103474,1035,11756,1000011
103474,1035,11756,1000013
103637,1031,10697,1000004
103637,1031,10697,1000007
103637,1031,10697,1000010
103637,1031,10697,1000012
103667,1032,10983,1000004
103667,1032,10983,1000017
103667,1032,10983,1000018
103667,1032,10983,1000037
103923,1040,12510,1000003
103923,1040,12510,1000014
103923,1040,12510,1000015
103923,1040,12510,1000016
103989,1032,11093,1000004
103989,1032,11093,1000007
103989,1032,11093,1000010
103989,1032,11093,1000012
104000,1046,11477,1000003
104000,1046,11477,1000015
104000,1046,11477,1000016
104000,1046,11477,1000022
104000,1046,11477,1000036
104026,1032,10813,1000004
104026,1032,10813,1000017
104026,1032,10813,1000018
104580,1032,11353,1000004
104580,1032,11353,1000017
104580,1032,11353,1000018
104585,1038,12415,1000001
104585,1038,12415,1000003
104585,1038,12415,1000007
104585,1038,12415,1000022
104616,1040,11477,1000003
104616,1040,11477,1000014
104616,1040,11477,1000015
104616,1040,11477,1000016
104706,1040,11575,1000003
104706,1040,11575,1000015
104706,1040,11575,1000016
104706,1040,11575,1000022
104706,1040,11575,1000036
104797,1031,10726,1000004
104797,1031,10726,1000017
104797,1031,10726,1000018
104821,1031,10813,1000004
104821,1031,10813,1000017
104821,1031,10813,1000018
104878,1031,11366,1000004
104878,1031,11366,1000017
104878,1031,11366,1000018
104976,1032,10813,1000004
104976,1032,10813,1000020
104976,1032,10813,1000033
105004,1031,10684,1000004
105004,1031,10684,1000017
105004,1031,10684,1000018
105032,1046,12633,1000003
105032,1046,12633,1000015
105032,1046,12633,1000016
105032,1046,12633,1000022
105032,1046,12633,1000036
105141,3213,10703,1000015
105141,3213,10703,1000016
105141,3213,10703,1000017
105141,3213,10703,1000018
105141,3213,10703,1000036
105364,3212,10703,1000015
105364,3212,10703,1000016
105364,3212,10703,1000017
105364,3212,10703,1000018
105364,3212,10703,1000036
105488,1032,10819,1000004
105488,1032,10819,1000007
105488,1032,10819,1000010
105488,1032,10819,1000012
105585,1034,11590,1000004
105585,1034,11590,1000010
105585,1034,11590,1000011
105585,1034,11590,1000012
105599,1032,10901,1000011
105599,1032,10901,1000016
105599,1032,10901,1000028
105599,1032,10901,1000038
105656,1034,11462,1000003
105656,1034,11462,1000014
105656,1034,11462,1000015
105656,1034,11462,1000016
105727,1057,13006,1000004
105727,1057,13006,1000017
105727,1057,13006,1000018
105748,1031,11424,1000020
105748,1031,11424,1000023
105748,1031,11424,1000029
105748,1031,11424,1000034
105763,1031,10671,1000004
105763,1031,10671,1000017
105763,1031,10671,1000018
105770,1031,10710,1000004
105770,1031,10710,1000017
105770,1031,10710,1000018
105787,1032,11036,1000004
105787,1032,11036,1000007
105787,1032,11036,1000010
105787,1032,11036,1000012
105911,1032,10813,1000020
105911,1032,10813,1000033
105911,1032,10813,1000039
105969,1031,11006,1000004
105969,1031,11006,1000017
105969,1031,11006,1000018
106004,1032,10800,1000004
106004,1032,10800,1000007
106004,1032,10800,1000010
106004,1032,10800,1000012
106091,1034,11535,1000004
106091,1034,11535,1000010
106091,1034,11535,1000011
106091,1034,11535,1000012
106468,1034,11544,1000015
106468,1034,11544,1000016
106468,1034,11544,1000020
106468,1034,11544,1000033
106530,1081,14311,1000001
106530,1081,14311,1000003
106530,1081,14311,1000011
106530,1081,14311,1000019
106530,1081,14311,1000036
106531,1102,14904,1000001
106531,1102,14904,1000003
106531,1102,14904,1000011
106531,1102,14904,1000019
106531,1102,14904,1000036
106534,1104,15054,1000001
106534,1104,15054,1000003
106534,1104,15054,1000011
106534,1104,15054,1000019
106534,1104,15054,1000036
106536,1104,15070,1000001
106536,1104,15070,1000003
106536,1104,15070,1000011
106536,1104,15070,1000019
106536,1104,15070,1000036
106537,1104,15066,1000001
106537,1104,15066,1000003
106537,1104,15066,1000011
106537,1104,15066,1000019
106537,1104,15066,1000036
106540,1081,14000,1000001
106540,1081,14000,1000003
106540,1081,14000,1000011
106540,1081,14000,1000019
106540,1081,14000,1000036
106541,1100,14409,1000001
106541,1100,14409,1000003
106541,1100,14409,1000011
106541,1100,14409,1000019
106541,1100,14409,1000036
106542,1105,13771,1000001
106542,1105,13771,1000003
106542,1105,13771,1000011
106542,1105,13771,1000019
106542,1105,13771,1000036
106544,1102,14917,1000001
106544,1102,14917,1000002
106544,1102,14917,1000011
106544,1102,14917,1000012
106544,1102,14917,1000013
106552,1081,13759,1000001
106552,1081,13759,1000003
106552,1081,13759,1000011
106552,1081,13759,1000019
106552,1081,13759,1000036
106553,1105,15247,1000001
106553,1105,15247,1000003
106553,1105,15247,1000011
106553,1105,15247,1000019
106553,1105,15247,1000036
106629,1084,14116,1000004
106629,1084,14116,1000011
106629,1084,14116,1000012
106629,1084,14116,1000013
106635,1080,13213,1000004
106635,1080,13213,1000011
106635,1080,13213,1000012
106635,1080,13213,1000013
106639,1100,14417,1000001
106639,1100,14417,1000002
106639,1100,14417,1000011
106639,1100,14417,1000012
106639,1100,14417,1000013
106668,1081,13633,1000004
106668,1081,13633,1000011
106668,1081,13633,1000012
106668,1081,13633,1000013
106669,1102,14469,1000004
106669,1102,14469,1000011
106669,1102,14469,1000012
106669,1102,14469,1000013
106681,1104,15066,1000001
106681,1104,15066,1000002
106681,1104,15066,1000011
106681,1104,15066,1000012
106681,1104,15066,1000013
106688,1102,14868,1000004
106688,1102,14868,1000011
106688,1102,14868,1000012
106688,1102,14868,1000013
106748,1105,15444,1000004
106748,1105,15444,1000011
106748,1105,15444,1000012
106748,1105,15444,1000013
106752,1104,15158,1000004
106752,1104,15158,1000011
106752,1104,15158,1000012
106752,1104,15158,1000013
106803,1104,14997,1000004
106803,1104,14997,1000011
106803,1104,14997,1000012
106803,1104,14997,1000013
106831,1098,14313,1000004
106831,1098,14313,1000011
106831,1098,14313,1000012
106831,1098,14313,1000013
106867,1102,15657,1000001
106867,1102,15657,1000007
106867,1102,15657,1000011
106867,1102,15657,1000013
106889,1102,14469,1000001
106889,1102,14469,1000004
106889,1102,14469,1000010
106889,1102,14469,1000011
106889,1102,14469,1000012
106889,1102,14469,1000019
106889,1102,14469,1000023
107023,1081,13633,1000001
107023,1081,13633,1000003
107023,1081,13633,1000011
107023,1081,13633,1000019
107023,1081,13633,1000036
107030,1081,13537,1000001
107030,1081,13537,1000003
107030,1081,13537,1000011
107030,1081,13537,1000019
107030,1081,13537,1000036
107044,1105,15444,1000001
107044,1105,15444,1000003
107044,1105,15444,1000011
107044,1105,15444,1000019
107044,1105,15444,1000036
107183,1086,14160,1000001
107183,1086,14160,1000003
107183,1086,14160,1000011
107183,1086,14160,1000019
107183,1086,14160,1000036
107214,1081,14311,1000001
107214,1081,14311,1000003
107214,1081,14311,1000011
107214,1081,14311,1000019
107214,1081,14311,1000036
107320,1100,14401,1000014
107674,1104,15127,1000001
107674,1104,15127,1000003
107674,1104,15127,1000011
107674,1104,15127,1000019
107674,1104,15127,1000036
107691,1102,14465,1000001
107691,1102,14465,1000003
107691,1102,14465,1000011
107691,1102,14465,1000019
107691,1102,14465,1000036
107846,1080,13213,1000002
107846,1080,13213,1000003
107846,1080,13213,1000023
107846,1080,13213,1000036
108188,1100,14401,1000001
108188,1100,14401,1000003
108188,1100,14401,1000011
108188,1100,14401,1000019
108188,1100,14401,1000036
111657,1389,24312,1000001
111657,1389,24312,1000003
111657,1389,24312,1000011
111657,1389,24312,1000014
108242,1100,15496,1000003
108242,1100,15496,1000007
108242,1100,15496,1000017
108242,1100,15496,1000018
108242,1100,15496,1000022
108242,1100,15496,1000036
108329,1081,13856,1000001
108329,1081,13856,1000003
108329,1081,13856,1000011
108329,1081,13856,1000019
108329,1081,13856,1000036
108360,1105,15384,1000001
108360,1105,15384,1000003
108360,1105,15384,1000011
108360,1105,15384,1000019
108360,1105,15384,1000036
108681,1081,14060,1000001
108681,1081,14060,1000003
108681,1081,14060,1000011
108681,1081,14060,1000019
108681,1081,14060,1000036
108705,1080,13506,1000014
108966,1105,15227,1000001
108966,1105,15227,1000003
108966,1105,15227,1000011
108966,1105,15227,1000019
108966,1105,15227,1000036
108974,1111,15742,1000004
108974,1111,15742,1000005
108974,1111,15742,1000010
108974,1111,15742,1000013
108976,1081,13521,1000001
108976,1081,13521,1000003
108976,1081,13521,1000011
108976,1081,13521,1000019
108976,1081,13521,1000036
109250,1105,15380,1000001
109250,1105,15380,1000003
109250,1105,15380,1000011
109250,1105,15380,1000019
109250,1105,15380,1000036
109349,1104,15060,1000001
109349,1104,15060,1000003
109349,1104,15060,1000011
109349,1104,15060,1000019
109349,1104,15060,1000036
109547,1084,14123,1000004
109547,1084,14123,1000011
109547,1084,14123,1000012
109547,1084,14123,1000013
109705,1111,15727,1000004
109705,1111,15727,1000007
109705,1111,15727,1000011
109705,1111,15727,1000013
109826,1111,15768,1000004
109826,1111,15768,1000007
109826,1111,15768,1000008
109826,1111,15768,1000011
109847,1081,13896,1000001
109847,1081,13896,1000003
109847,1081,13896,1000011
109847,1081,13896,1000019
109847,1081,13896,1000036
109954,1111,15727,1000001
109954,1111,15727,1000004
109954,1111,15727,1000012
109954,1111,15727,1000017
110034,1091,14207,1000001
110034,1091,14207,1000011
110034,1091,14207,1000013
110034,1091,14207,1000014
110034,1091,14207,1000022
110109,1104,14997,1000011
110109,1104,14997,1000015
110109,1104,14997,1000016
110109,1104,14997,1000022
110334,1080,13214,1000004
110334,1080,13214,1000011
110334,1080,13214,1000012
110334,1080,13214,1000013
110680,1100,14401,1000001
110680,1100,14401,1000003
110680,1100,14401,1000011
110680,1100,14401,1000019
110680,1100,14401,1000036
111328,1081,13866,1000001
111328,1081,13866,1000003
111328,1081,13866,1000011
111328,1081,13866,1000019
111328,1081,13866,1000036
111448,1188,21702,1000001
111448,1188,21702,1000002
111448,1188,21702,1000003
111448,1188,21702,1000023
111395,1396,29244,1000004
111395,1396,29244,1000010
111395,1396,29244,1000011
111395,1396,29244,1000012
111398,1421,30896,1000004
111398,1421,30896,1000010
111398,1421,30896,1000012
111415,1396,29220,1000004
111415,1396,29220,1000010
111415,1396,29220,1000011
111415,1396,29220,1000012
111417,1396,29231,1000004
111417,1396,29231,1000010
111417,1396,29231,1000011
111417,1396,29231,1000012
111420,1138,16604,1000001
111420,1138,16604,1000007
111420,1138,16604,1000011
111420,1138,16604,1000013
111421,1216,22431,1000001
111421,1216,22431,1000010
111421,1216,22431,1000011
111422,1396,29248,1000004
111422,1396,29248,1000010
111422,1396,29248,1000011
111422,1396,29248,1000012
111429,1433,30985,1000004
111429,1433,30985,1000010
111429,1433,30985,1000011
111429,1433,30985,1000012
111431,1437,31225,1000004
111431,1437,31225,1000010
111431,1437,31225,1000011
111431,1437,31225,1000012
111433,1437,31192,1000004
111433,1437,31192,1000010
111433,1437,31192,1000011
111433,1437,31192,1000012
111434,1437,31213,1000004
111434,1437,31213,1000010
111434,1437,31213,1000011
111434,1437,31213,1000012
111445,1153,18600,1000004
111445,1153,18600,1000011
111445,1153,18600,1000012
111445,1153,18600,1000013
111454,1474,30896,1000001
111454,1474,30896,1000002
111454,1474,30896,1000003
111454,1474,30896,1000011
111455,1276,24618,1000001
111455,1276,24618,1000002
111455,1276,24618,1000011
111455,1276,24618,1000017
111455,1276,24618,1000018
111455,1276,24618,1000036
111457,1216,22392,1000001
111457,1216,22392,1000010
111457,1216,22392,1000011
111458,1433,30965,1000004
111458,1433,30965,1000010
111458,1433,30965,1000011
111458,1433,30965,1000012
111461,1188,20584,1000001
111461,1188,20584,1000002
111461,1188,20584,1000003
111461,1188,20584,1000023
111466,1153,18600,1000002
111466,1153,18600,1000003
111466,1153,18600,1000007
111466,1153,18600,1000023
111466,1153,18600,1000036
111468,1188,20584,1000001
111468,1188,20584,1000002
111468,1188,20584,1000003
111468,1188,20584,1000023
111471,1125,16268,1000001
111471,1125,16268,1000002
111471,1125,16268,1000014
111471,1125,16268,1000019
111471,1125,16268,1000036
111475,1446,31874,1000004
111475,1446,31874,1000010
111475,1446,31874,1000011
111475,1446,31874,1000012
111478,1455,32311,1000033
111478,1455,32311,1000040
111479,1188,22143,1000001
111479,1188,22143,1000002
111479,1188,22143,1000003
111479,1188,22143,1000023
111484,1188,21599,1000001
111484,1188,21599,1000002
111484,1188,21599,1000003
111484,1188,21599,1000023
111648,1448,31938,1000001
111648,1448,31938,1000003
111648,1448,31938,1000014
111648,1448,31938,1000019
111648,1448,31938,1000041
111495,1396,29246,1000004
111495,1396,29246,1000010
111495,1396,29246,1000011
111495,1396,29246,1000012
111503,1421,30896,1000001
111503,1421,30896,1000002
111503,1421,30896,1000011
111503,1421,30896,1000017
111503,1421,30896,1000018
111503,1421,30896,1000036
111516,1311,25367,1000004
111516,1311,25367,1000010
111516,1311,25367,1000011
111516,1311,25367,1000012
111521,1188,22143,1000001
111521,1188,22143,1000002
111521,1188,22143,1000003
111521,1188,22143,1000023
111524,1151,18424,1000004
111524,1151,18424,1000011
111524,1151,18424,1000012
111524,1151,18424,1000013
111538,1328,22910,1000004
111538,1328,22910,1000007
111538,1328,22910,1000013
111544,1188,20584,1000001
111544,1188,20584,1000002
111544,1188,20584,1000003
111544,1188,20584,1000023
111558,1216,22563,1000001
111558,1216,22563,1000010
111558,1216,22563,1000011
111587,1311,25375,1000004
111587,1311,25375,1000010
111587,1311,25375,1000011
111587,1311,25375,1000012
111590,1400,29751,1000004
111590,1400,29751,1000010
111590,1400,29751,1000011
111590,1400,29751,1000012
111621,1408,30167,1000001
111621,1408,30167,1000003
111621,1408,30167,1000014
111621,1408,30167,1000019
111621,1408,30167,1000041
111624,1175,20538,1000001
111624,1175,20538,1000002
111624,1175,20538,1000003
111624,1175,20538,1000023
111641,1328,26912,1000004
111641,1328,26912,1000007
111641,1328,26912,1000013
111645,1311,25320,1000004
111645,1311,25320,1000010
111645,1311,25320,1000011
111645,1311,25320,1000012
111667,1446,31568,1000004
111667,1446,31568,1000010
111667,1446,31568,1000011
111667,1446,31568,1000012
111679,1265,24972,1000002
111679,1265,24972,1000003
111679,1265,24972,1000014
111687,1262,24789,1000004
111687,1262,24789,1000011
111687,1262,24789,1000012
111687,1262,24789,1000013
111692,1136,18600,1000001
111692,1136,18600,1000007
111692,1136,18600,1000011
111692,1136,18600,1000013
111713,1233,22805,1000002
111713,1233,22805,1000003
111713,1233,22805,1000007
111713,1233,22805,1000023
111713,1233,22805,1000036
111715,1153,18588,1000004
111715,1153,18588,1000011
111715,1153,18588,1000012
111715,1153,18588,1000013
111729,1433,31031,1000004
111729,1433,31031,1000010
111729,1433,31031,1000011
111729,1433,31031,1000012
111740,1401,20538,1000001
111740,1401,20538,1000002
111740,1401,20538,1000003
111740,1401,20538,1000023
111755,1169,19987,1000004
111755,1169,19987,1000010
111755,1169,19987,1000011
111763,1153,22801,1000002
111763,1153,22801,1000003
111763,1153,22801,1000007
111763,1153,22801,1000023
111763,1153,22801,1000036
111765,1149,17848,1000004
111765,1149,17848,1000011
111765,1149,17848,1000012
111765,1149,17848,1000013
111773,1396,29282,1000004
111773,1396,29282,1000010
111773,1396,29282,1000011
111773,1396,29282,1000012
111792,1448,31938,1000011
111792,1448,31938,1000023
111792,1448,31938,1000030
111803,1407,22801,1000007
111803,1407,22801,1000014
111803,1407,22801,1000036
111829,1149,17657,1000004
111829,1149,17657,1000011
111829,1149,17657,1000012
111829,1149,17657,1000013
111834,1175,20538,1000001
111834,1175,20538,1000002
111834,1175,20538,1000003
111834,1175,20538,1000023
111845,1263,24012,1000004
111845,1263,24012,1000011
111845,1263,24012,1000012
111845,1263,24012,1000013
111872,1153,19049,1000004
111872,1153,19049,1000011
111872,1153,19049,1000012
111872,1153,19049,1000013
111907,2066,33661,1000004
111907,2066,33661,1000010
111907,2066,33661,1000011
111927,1188,21922,1000001
111927,1188,21922,1000002
111927,1188,21922,1000003
111927,1188,21922,1000023
111932,1342,27980,1000004
111932,1342,27980,1000010
111932,1342,27980,1000011
111932,1342,27980,1000012
111951,1149,17137,1000004
111951,1149,17137,1000011
111951,1149,17137,1000012
111951,1149,17137,1000013
111961,1446,31586,1000004
111961,1446,31586,1000010
111961,1446,31586,1000011
111961,1446,31586,1000012
111967,1446,31810,1000004
111967,1446,31810,1000010
111967,1446,31810,1000011
111967,1446,31810,1000012
111973,1153,22801,1000004
111973,1153,22801,1000011
111973,1153,22801,1000012
111973,1153,22801,1000013
111987,1342,27963,1000004
111987,1342,27963,1000010
111987,1342,27963,1000011
111987,1342,27963,1000012
112001,1448,31938,1000001
112001,1448,31938,1000003
112001,1448,31938,1000014
112001,1448,31938,1000019
112001,1448,31938,1000041
112010,1151,18543,1000004
112010,1151,18543,1000011
112010,1151,18543,1000012
112010,1151,18543,1000013
112028,1193,22184,1000001
112028,1193,22184,1000002
112028,1193,22184,1000003
112028,1193,22184,1000023
112039,1446,31560,1000004
112039,1446,31560,1000010
112039,1446,31560,1000011
112039,1446,31560,1000012
112923,1216,22379,1000001
112923,1216,22379,1000010
112923,1216,22379,1000011
112084,1188,21604,1000001
112084,1188,21604,1000002
112084,1188,21604,1000003
112084,1188,21604,1000023
112089,1306,25094,1000004
112089,1306,25094,1000010
112089,1306,25094,1000011
112089,1306,25094,1000012
112094,1342,28015,1000004
112094,1342,28015,1000010
112094,1342,28015,1000011
112094,1342,28015,1000012
112125,1368,28392,1000004
112125,1368,28392,1000010
112125,1368,28392,1000011
112125,1368,28392,1000012
112149,1149,17848,1000001
112149,1149,17848,1000011
112149,1149,17848,1000014
112149,1149,17848,1000015
112149,1149,17848,1000016
112149,1149,17848,1000022
112171,1448,31989,1000001
112171,1448,31989,1000003
112171,1448,31989,1000014
112171,1448,31989,1000019
112171,1448,31989,1000041
112185,1474,33853,1000007
112185,1474,33853,1000014
112185,1474,33853,1000015
112185,1474,33853,1000016
112185,1474,33853,1000022
112201,1149,18424,1000001
112201,1149,18424,1000011
112201,1149,18424,1000014
112201,1149,18424,1000015
112201,1149,18424,1000016
112201,1149,18424,1000022
112229,1446,31836,1000004
